distance,average_hours,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,temp_x,wind_speed_x,humidity_x,visibility_x,pressure_x,no_of_vehicles,accident,gender,age,experience,driving_style,ratings,average_speed_mph,temp_y,wind_speed_y,humidity_y,visibility_y,pressure_y,delay,efficiency,fuel_efficiency,weather_impact,visibility_speed,age_experience_ratio
675.95,13.52,11,10000.0,23,diesel,73.0,6.75,65.0,3.5,1018.5,597.25,0,male,49,8,proactive,3,61.12,22.21,16.88,89.96,2.08,1019.12,0,50.0,29.39,1096.88,213.92,6.12
837.61,16.75,9,3000.0,24,diesel,71.75,8.5,57.5,6.0,1022.0,605.58,1,male,52,17,conservative,7,44.58,22.21,16.88,89.96,2.08,1019.12,0,50.01,34.9,970.31,267.48,3.06
314.5,6.29,10,10000.0,14,gas,67.5,9.5,60.5,6.0,1016.75,638.92,5,male,45,15,conservative,5,46.58,22.21,16.88,89.96,2.08,1019.12,0,50.0,22.46,1020.94,279.48,3.0
21.39,0.43,10,3000.0,22,diesel,73.0,8.0,71.75,4.5,1015.0,622.25,3,male,45,10,conservative,3,38.29,22.21,16.88,89.96,2.08,1019.12,0,49.74,0.97,1210.78,172.3,4.5
493.14,9.86,9,15000.0,24,diesel,63.5,10.25,52.5,5.25,1015.5,605.58,1,male,57,25,conservative,7,48.75,22.21,16.88,89.96,2.08,1019.12,1,50.01,20.55,885.94,255.94,2.28
242.23,4.84,12,8501.88,27,diesel,79.0,6.25,74.75,6.0,1017.75,613.92,2,male,49,16,conservative,4,49.47,22.21,16.88,89.96,2.08,1019.12,0,50.05,8.97,1261.41,296.82,3.06
360.61,7.21,5,20000.0,17,gas,82.25,7.5,79.25,6.0,1015.25,605.58,1,male,51,17,conservative,4,48.76,22.21,16.88,89.96,2.08,1019.12,0,50.02,21.21,1337.34,292.56,3.0
795.73,15.91,7,15000.0,25,diesel,83.0,5.25,75.5,4.75,1016.25,613.92,2,male,40,3,conservative,4,49.68,22.21,16.88,89.96,2.08,1019.12,1,50.01,31.83,1274.06,235.98,13.33
267.0,5.34,13,3000.0,28,diesel,66.75,14.0,74.25,5.25,1014.25,622.25,3,male,54,18,conservative,9,46.02,22.21,16.88,89.96,2.08,1019.12,0,50.0,9.54,1252.97,241.6,3.0
222.26,4.45,9,6000.0,23,diesel,67.0,10.5,77.75,4.0,1014.0,630.58,4,female,56,19,proactive,4,62.13,22.21,16.88,89.96,2.08,1019.12,0,49.95,9.66,1312.03,248.52,2.95
910.4,18.21,9,15000.0,20,Unknown,50.5,7.75,58.0,6.0,1018.5,1730.67,3,male,54,22,proactive,8,62.13,35.17,6.71,70.21,5.62,1020.71,1,49.99,45.52,389.08,372.78,2.45
878.33,17.57,4,4000.0,16,gas,51.0,3.75,61.75,6.0,1025.5,1714.0,1,female,48,2,proactive,8,58.58,35.17,6.71,70.21,5.62,1020.71,1,49.99,54.9,414.24,351.48,24.0
263.46,5.27,5,8501.88,20,Unknown,57.0,10.0,58.0,6.0,1019.75,1730.67,3,male,57,17,proactive,4,58.88,35.17,6.71,70.21,5.62,1020.71,1,49.99,13.17,389.08,353.28,3.35
474.14,9.48,12,6000.0,14,gas,60.75,8.0,74.5,5.0,1007.25,1714.0,1,male,43,4,proactive,4,60.74,35.17,6.71,70.21,5.62,1020.71,0,50.01,33.87,499.77,303.7,10.75
36.05,0.72,6,20000.0,23,diesel,46.25,10.75,78.75,6.0,1010.25,1722.33,2,male,42,13,proactive,8,63.74,35.17,6.71,70.21,5.62,1020.71,0,50.07,1.57,528.28,382.44,3.23
1094.75,21.9,10,3000.0,19,gas,49.0,7.25,81.75,5.75,1008.25,1722.33,2,male,51,18,proactive,7,57.49,35.17,6.71,70.21,5.62,1020.71,1,49.99,57.62,548.41,330.57,2.83
840.31,16.81,8,4000.0,17,gas,66.5,11.25,50.75,6.0,1016.0,1739.0,4,male,45,10,proactive,3,56.59,35.17,6.71,70.21,5.62,1020.71,0,49.99,49.43,340.45,339.54,4.5
930.89,18.62,10,4000.0,24,diesel,77.0,9.0,44.0,6.0,1015.25,1722.33,2,male,49,8,conservative,8,42.63,35.17,6.71,70.21,5.62,1020.71,1,49.99,38.79,295.17,255.78,6.12
880.87,17.62,10,6000.0,23,diesel,58.5,10.5,91.75,3.75,1008.0,1714.0,1,male,47,21,conservative,6,46.2,35.17,6.71,70.21,5.62,1020.71,1,49.99,38.3,615.49,173.25,2.24
3.9,0.08,10,4000.0,17,gas,54.0,3.25,61.75,6.0,1022.5,1705.67,0,male,49,15,proactive,5,59.01,35.17,6.71,70.21,5.62,1020.71,0,48.75,0.23,414.24,354.06,3.27
475.27,9.51,11,4000.0,28,diesel,43.0,13.5,76.25,5.5,1015.0,1714.0,1,male,50,9,Unknown,8,63.54,35.17,6.71,70.21,5.62,1020.71,1,49.98,16.97,511.51,349.47,5.56
878.65,17.57,11,10000.0,21,diesel,66.5,7.5,50.75,4.75,1014.5,1714.0,1,male,46,2,conservative,8,53.48,35.17,6.71,70.21,5.62,1020.71,1,50.01,41.84,340.45,254.03,23.0
277.85,5.56,11,3000.0,24,diesel,66.0,6.0,53.0,5.75,1014.5,1714.0,1,male,45,3,conservative,7,43.15,35.17,6.71,70.21,5.62,1020.71,1,49.97,11.58,355.54,248.11,15.0
429.1,8.58,12,10000.0,27,diesel,51.5,13.0,86.25,4.5,1012.0,1722.33,2,male,52,27,conservative,7,38.86,35.17,6.71,70.21,5.62,1020.71,1,50.01,15.89,578.59,174.87,1.93
160.91,3.22,9,15000.0,17,gas,55.0,8.25,81.5,4.5,1010.5,1714.0,1,male,54,25,conservative,7,48.23,35.17,6.71,70.21,5.62,1020.71,0,49.97,9.47,546.73,217.04,2.16
1185.3,23.71,13,4000.0,22,diesel,52.75,9.25,90.25,4.5,1012.25,1722.33,2,male,49,16,conservative,9,49.27,35.17,6.71,70.21,5.62,1020.71,1,49.99,53.88,605.43,221.72,3.06
902.66,18.05,9,15000.0,23,diesel,65.0,6.25,78.75,6.0,1007.25,1714.0,1,male,45,9,proactive,8,61.46,35.17,6.71,70.21,5.62,1020.71,1,50.01,39.25,528.28,368.76,5.0
802.98,16.06,8,15000.0,17,gas,58.5,6.75,70.0,6.0,1015.25,1705.67,0,male,46,6,proactive,8,61.59,35.17,6.71,70.21,5.62,1020.71,0,50.0,47.23,469.58,369.54,7.67
158.59,3.17,12,10000.0,18,gas,64.25,12.0,63.0,6.0,1012.25,1714.0,1,male,50,12,conservative,4,37.65,35.17,6.71,70.21,5.62,1020.71,1,50.03,8.81,422.62,225.9,4.17
201.92,4.04,7,3000.0,26,diesel,64.75,8.25,62.5,5.25,1016.5,1705.67,0,male,41,8,proactive,4,60.01,35.17,6.71,70.21,5.62,1020.71,0,49.98,7.77,419.27,315.05,5.12
203.03,4.06,8,15000.0,17,gas,71.5,8.5,63.5,6.0,1013.75,1714.0,1,male,47,9,conservative,4,57.58,35.17,6.71,70.21,5.62,1020.71,0,50.01,11.94,425.98,345.48,5.22
286.28,5.73,9,3000.0,23,gas,58.5,12.25,86.75,4.5,1013.0,1705.67,0,male,45,4,conservative,7,51.3,35.17,6.71,70.21,5.62,1020.71,0,49.96,12.45,581.95,230.85,11.25
618.34,12.37,13,6000.0,21,diesel,76.25,8.25,37.5,6.0,1014.25,1722.33,2,male,47,14,proactive,6,58.57,35.17,6.71,70.21,5.62,1020.71,0,49.99,29.44,251.56,351.42,3.36
860.48,17.21,8,15000.0,19,gas,65.5,7.25,60.75,6.0,1019.0,1714.0,1,male,51,28,proactive,4,58.02,35.17,6.71,70.21,5.62,1020.71,1,50.0,45.29,407.53,348.12,1.82
952.76,19.06,9,6000.0,19,gas,64.5,7.5,43.75,6.0,1016.25,1730.67,3,female,52,20,conservative,7,50.38,35.17,6.71,70.21,5.62,1020.71,1,49.99,50.15,293.49,302.28,2.6
910.01,18.2,14,6000.0,17,gas,69.0,10.0,76.0,5.0,1012.25,1714.0,1,male,48,10,conservative,2,48.17,35.17,6.71,70.21,5.62,1020.71,1,50.0,53.53,509.83,240.85,4.8
518.94,10.38,13,3000.0,16,gas,74.5,7.0,68.75,5.75,1006.25,1705.67,0,male,41,10,conservative,2,50.52,35.17,6.71,70.21,5.62,1020.71,0,49.99,32.43,461.2,290.49,4.1
1141.03,22.82,9,4000.0,22,diesel,68.0,5.75,51.5,6.0,1015.0,1705.67,0,male,57,21,conservative,9,49.47,35.17,6.71,70.21,5.62,1020.71,1,50.0,51.86,345.48,296.82,2.71
670.64,13.41,11,20000.0,26,diesel,63.25,15.5,56.0,6.0,1012.0,1730.67,3,male,47,9,proactive,3,64.99,35.17,6.71,70.21,5.62,1020.71,0,50.01,25.79,375.67,389.94,5.22
672.64,13.45,8,15000.0,25,diesel,44.5,5.75,96.75,3.0,1006.75,1478.29,0,male,39,4,conservative,3,47.94,33.54,4.79,95.83,3.67,1014.21,0,50.01,26.91,463.59,143.82,9.75
379.11,7.58,6,15000.0,28,diesel,43.5,8.5,56.5,6.0,1019.25,1478.29,0,male,57,20,conservative,6,56.15,33.54,4.79,95.83,3.67,1014.21,0,50.01,13.54,270.73,336.9,2.85
637.33,12.75,11,20000.0,29,diesel,55.5,5.75,54.0,6.0,1015.0,1478.29,0,male,48,2,conservative,7,42.86,33.54,4.79,95.83,3.67,1014.21,1,49.99,21.98,258.75,257.16,24.0
247.63,4.95,12,15000.0,16,gas,66.0,7.25,64.25,6.0,1010.0,1503.29,3,male,51,16,conservative,4,39.85,33.54,4.79,95.83,3.67,1014.21,0,50.03,15.48,307.86,239.1,3.19
989.85,19.8,10,3000.0,17,gas,51.0,12.25,49.5,6.0,1021.25,1478.29,0,male,47,5,proactive,7,62.22,33.54,4.79,95.83,3.67,1014.21,1,49.99,58.23,237.19,373.32,9.4
311.55,6.23,9,6000.0,18,gas,44.5,10.75,57.0,6.0,1022.0,1494.96,2,male,58,18,conservative,9,38.25,33.54,4.79,95.83,3.67,1014.21,0,50.01,17.31,273.12,229.5,3.22
833.74,16.67,11,4000.0,20,diesel,55.0,9.25,69.75,6.0,1016.25,1494.96,2,male,56,24,proactive,8,64.75,33.54,4.79,95.83,3.67,1014.21,1,50.01,41.69,334.22,388.5,2.33
649.03,12.98,13,3000.0,17,gas,58.0,11.25,35.0,6.0,1023.0,1486.62,1,male,49,12,proactive,8,59.86,33.54,4.79,95.83,3.67,1014.21,0,50.0,38.18,167.71,359.16,4.08
727.48,14.55,13,15000.0,24,diesel,75.0,7.75,50.75,6.0,1014.75,1486.62,1,male,41,4,proactive,8,61.24,33.54,4.79,95.83,3.67,1014.21,0,50.0,30.31,243.18,367.44,10.25
612.99,12.26,10,15000.0,15,gas,50.5,12.5,65.75,6.0,1014.5,1503.29,3,male,47,16,conservative,4,42.6,33.54,4.79,95.83,3.67,1014.21,0,50.0,40.87,315.05,255.6,2.94
281.21,5.62,9,15000.0,19,gas,43.0,12.0,79.5,5.5,1019.0,1478.29,0,male,44,2,conservative,3,43.74,33.54,4.79,95.83,3.67,1014.21,1,50.04,14.8,380.94,240.57,22.0
235.01,4.7,8,15000.0,23,diesel,60.0,7.75,60.75,6.0,1015.75,1494.96,2,male,48,-2,proactive,2,58.26,33.54,4.79,95.83,3.67,1014.21,0,50.0,10.22,291.09,349.56,-24.0
626.3,12.53,9,10000.0,15,gas,58.25,8.75,70.25,4.75,1009.25,1486.62,1,male,42,-5,conservative,3,50.49,33.54,4.79,95.83,3.67,1014.21,1,49.98,41.75,336.61,239.83,-8.4
277.85,5.56,9,4000.0,22,diesel,66.0,6.0,53.0,5.75,1014.5,1494.96,2,male,44,9,proactive,2,58.54,33.54,4.79,95.83,3.67,1014.21,0,49.97,12.63,253.96,336.6,4.89
1156.38,23.13,8,8501.88,22,diesel,66.0,6.75,82.75,6.0,1010.5,1503.29,3,male,59,23,conservative,8,44.9,33.54,4.79,95.83,3.67,1014.21,1,49.99,52.56,396.51,269.4,2.57
231.09,4.62,14,8501.88,22,diesel,62.0,6.75,86.25,6.0,1012.5,1486.62,1,male,50,12,conservative,8,40.08,33.54,4.79,95.83,3.67,1014.21,1,50.02,10.5,413.28,240.48,4.17
438.02,8.76,11,6000.0,25,diesel,53.5,6.75,77.75,4.5,1013.0,1486.62,1,male,46,13,proactive,6,61.2,33.54,4.79,95.83,3.67,1014.21,0,50.0,17.52,372.55,275.4,3.54
1049.19,20.98,9,20000.0,18,gas,54.0,5.25,70.75,5.5,1014.5,1478.29,0,male,45,2,conservative,2,46.12,33.54,4.79,95.83,3.67,1014.21,1,50.01,58.29,339.01,253.66,22.5
988.03,19.76,7,8501.88,17,gas,54.5,2.0,63.5,6.0,1017.0,1486.62,1,male,53,24,proactive,8,57.72,33.54,4.79,95.83,3.67,1014.21,1,50.0,58.12,304.27,346.32,2.21
640.97,12.82,7,20000.0,21,diesel,71.25,6.5,72.75,6.0,1014.5,1486.62,1,male,51,20,proactive,9,59.53,33.54,4.79,95.83,3.67,1014.21,0,50.0,30.52,348.59,357.18,2.55
566.1,11.32,12,4000.0,27,diesel,65.5,6.0,73.75,5.5,1012.5,1494.96,2,male,46,14,conservative,6,40.5,33.54,4.79,95.83,3.67,1014.21,0,50.01,20.97,353.39,222.75,3.29
426.02,8.52,9,20000.0,25,diesel,71.0,11.75,78.0,6.0,1009.25,1494.96,2,male,50,6,proactive,8,60.17,33.54,4.79,95.83,3.67,1014.21,0,50.0,17.04,373.75,361.02,8.33
115.7,2.31,8,4000.0,17,gas,73.75,13.0,70.25,6.0,1011.0,1478.29,0,male,40,6,Unknown,3,61.89,33.54,4.79,95.83,3.67,1014.21,0,50.09,6.81,336.61,371.34,6.67
104.82,2.1,9,6000.0,26,diesel,69.25,7.75,54.75,6.0,1013.25,1486.62,1,male,53,19,conservative,4,54.06,33.54,4.79,95.83,3.67,1014.21,0,49.91,4.03,262.34,324.36,2.79
246.53,4.93,10,3000.0,24,diesel,68.0,4.75,62.5,6.0,1015.0,1486.62,1,male,49,15,proactive,6,57.94,33.54,4.79,95.83,3.67,1014.21,0,50.01,10.27,299.48,347.64,3.27
419.75,8.4,8,8501.88,14,gas,65.5,2.75,66.5,4.75,1016.5,1503.29,3,male,49,5,Unknown,4,61.7,33.54,4.79,95.83,3.67,1014.21,0,49.97,29.98,318.65,293.08,9.8
606.58,12.13,7,10000.0,25,diesel,74.0,10.75,79.75,6.0,1015.0,1494.96,2,male,48,10,conservative,7,47.36,33.54,4.79,95.83,3.67,1014.21,1,50.01,24.26,382.14,284.16,4.8
681.4,13.63,9,15000.0,24,diesel,61.0,3.5,55.25,6.0,1015.0,1486.62,1,male,48,16,proactive,4,59.98,33.54,4.79,95.83,3.67,1014.21,1,49.99,28.39,264.74,359.88,3.0
704.98,14.1,11,10000.0,18,Unknown,66.0,4.0,72.25,6.0,1017.5,1494.96,2,male,54,19,conservative,4,47.98,33.54,4.79,95.83,3.67,1014.21,0,50.0,39.17,346.2,287.88,2.84
270.15,5.4,11,10000.0,18,gas,65.75,3.5,73.25,6.0,1016.0,1478.29,0,male,39,6,proactive,7,57.65,33.54,4.79,95.83,3.67,1014.21,0,50.03,15.01,350.99,345.9,6.5
1138.14,22.76,15,8501.88,20,gas,70.25,2.75,49.5,6.0,1016.5,1494.96,2,male,55,14,proactive,6,58.28,33.54,4.79,95.83,3.67,1014.21,1,50.01,56.91,237.19,349.68,3.93
893.02,17.86,11,4000.0,20,diesel,70.5,7.25,69.75,5.5,1010.5,1494.96,2,male,45,4,proactive,3,62.09,33.54,4.79,95.83,3.67,1014.21,1,50.0,44.65,334.22,341.5,11.25
439.84,8.8,7,15000.0,21,diesel,75.0,10.0,55.0,6.0,1014.5,1494.96,2,male,50,4,conservative,4,40.48,33.54,4.79,95.83,3.67,1014.21,0,49.98,20.94,263.54,242.88,12.5
860.1,17.2,8,15000.0,24,diesel,41.0,7.0,74.75,5.5,1017.25,1711.42,1,male,50,4,conservative,8,43.06,52.83,16.42,64.25,5.79,1017.58,0,50.01,35.84,1227.15,236.83,12.5
904.14,18.08,13,20000.0,18,gas,44.0,5.0,60.0,6.0,1025.25,1719.75,2,male,44,2,conservative,3,41.43,52.83,16.42,64.25,5.79,1017.58,0,50.01,50.23,985.0,248.58,22.0
879.04,17.58,9,10000.0,20,gas,33.25,9.5,88.25,5.75,1015.25,1711.42,1,male,53,15,proactive,8,60.54,52.83,16.42,64.25,5.79,1017.58,1,50.0,43.95,1448.77,348.1,3.53
1095.32,21.91,7,4000.0,24,diesel,43.75,6.5,68.0,6.0,1018.0,1703.08,0,male,53,24,proactive,4,61.75,52.83,16.42,64.25,5.79,1017.58,1,49.99,45.64,1116.33,370.5,2.21
851.76,17.04,9,10000.0,19,gas,53.5,6.5,53.0,6.0,1011.0,1839.58,0,male,46,4,conservative,3,48.62,63.67,9.17,83.08,6.0,1013.71,1,49.99,44.83,485.83,291.72,11.5
827.24,16.54,9,3000.0,18,gas,48.5,6.75,55.5,6.0,1014.75,1856.25,2,male,48,7,proactive,4,55.21,63.67,9.17,83.08,6.0,1013.71,0,50.01,45.96,508.75,331.26,6.86
520.28,10.41,10,3000.0,16,gas,52.0,10.25,75.5,4.5,1017.5,1847.92,1,male,40,2,conservative,2,43.79,63.67,9.17,83.08,6.0,1013.71,0,49.98,32.52,692.08,197.06,20.0
1019.19,20.38,10,4000.0,15,gas,61.5,8.75,57.0,6.0,1012.5,1847.92,1,male,41,16,proactive,7,58.1,63.67,9.17,83.08,6.0,1013.71,1,50.01,67.95,522.5,348.6,2.56
656.6,13.13,10,20000.0,18,gas,65.0,13.25,68.0,5.0,1013.5,1847.92,1,male,54,16,conservative,6,35.84,63.67,9.17,83.08,6.0,1013.71,0,50.01,36.48,623.33,179.2,3.38
1065.56,21.31,7,15000.0,22,diesel,59.75,11.5,34.75,6.0,1023.25,1839.58,0,male,37,3,proactive,2,61.74,63.67,9.17,83.08,6.0,1013.71,1,50.0,48.43,318.54,370.44,12.33
1019.41,20.39,10,15000.0,21,gas,70.75,5.0,52.5,6.0,1016.0,1847.92,1,male,42,5,conservative,4,46.36,63.67,9.17,83.08,6.0,1013.71,1,50.0,48.54,481.25,278.16,8.4
691.51,13.83,9,15000.0,19,gas,59.5,11.0,76.0,6.0,1015.0,1856.25,2,male,44,2,conservative,3,43.74,63.67,9.17,83.08,6.0,1013.71,0,50.0,36.4,696.67,262.44,22.0
1040.66,20.81,10,3000.0,19,gas,53.5,5.5,86.75,5.25,1016.5,1839.58,0,male,48,18,conservative,6,34.5,63.67,9.17,83.08,6.0,1013.71,1,50.01,54.77,795.21,181.12,2.67
791.64,15.83,8,3000.0,16,gas,63.5,11.5,81.25,4.5,1007.25,1856.25,2,male,46,7,proactive,3,58.65,63.67,9.17,83.08,6.0,1013.71,0,50.01,49.48,744.79,263.92,6.57
1156.38,23.13,10,10000.0,24,diesel,69.25,8.75,78.25,5.75,1010.0,1847.92,1,male,41,15,proactive,4,56.33,63.67,9.17,83.08,6.0,1013.71,0,49.99,48.18,717.29,323.9,2.73
1037.74,20.75,9,10000.0,13,gas,73.0,9.0,65.5,4.0,1012.75,1856.25,2,male,49,7,proactive,3,61.35,63.67,9.17,83.08,6.0,1013.71,0,50.01,79.83,600.42,245.4,7.0
419.29,8.39,11,3000.0,19,gas,61.25,5.0,63.25,6.0,1010.5,1839.58,0,male,54,22,conservative,4,42.4,63.67,9.17,83.08,6.0,1013.71,1,49.97,22.07,579.79,254.4,2.45
1091.49,21.83,4,4000.0,16,gas,58.25,13.25,68.25,6.0,1012.25,1847.92,1,female,48,2,proactive,8,58.58,63.67,9.17,83.08,6.0,1013.71,0,50.0,68.22,625.62,351.48,24.0
723.52,14.47,13,15000.0,18,gas,74.75,6.75,67.0,6.0,1012.75,1847.92,1,male,46,4,conservative,3,57.31,63.67,9.17,83.08,6.0,1013.71,1,50.0,40.2,614.17,343.86,11.5
893.86,17.88,7,15000.0,25,diesel,67.75,8.0,78.25,5.75,1010.5,1864.58,3,male,45,7,conservative,3,44.82,63.67,9.17,83.08,6.0,1013.71,1,49.99,35.75,717.29,257.71,6.43
1066.76,21.34,9,4000.0,16,gas,78.0,8.25,56.0,6.0,1012.25,1847.92,1,male,43,20,proactive,6,61.54,63.67,9.17,83.08,6.0,1013.71,1,49.99,66.67,513.33,369.24,2.15
790.65,15.81,12,20000.0,24,diesel,80.25,10.25,69.75,6.0,1014.75,1847.92,1,male,50,9,proactive,4,61.66,63.67,9.17,83.08,6.0,1013.71,0,50.01,32.94,639.38,369.96,5.56
478.08,9.56,13,20000.0,18,gas,65.0,6.0,62.25,5.25,1009.5,1856.25,2,male,44,2,conservative,3,41.43,63.67,9.17,83.08,6.0,1013.71,0,50.01,26.56,570.62,217.51,22.0
1012.1,20.24,8,15000.0,17,gas,65.0,7.0,73.75,4.75,1016.0,1856.25,2,male,47,9,conservative,4,57.58,63.67,9.17,83.08,6.0,1013.71,1,50.0,59.54,676.04,273.5,5.22
997.93,19.96,12,15000.0,25,diesel,63.5,9.5,73.0,3.5,1015.5,1839.58,0,male,48,8,proactive,7,60.75,63.67,9.17,83.08,6.0,1013.71,1,50.0,39.92,669.17,212.62,6.0
41.52,0.83,5,20000.0,24,diesel,65.0,9.0,65.0,3.5,1014.5,1847.92,1,male,49,14,conservative,6,47.74,63.67,9.17,83.08,6.0,1013.71,0,50.02,1.73,595.83,167.09,3.5
762.46,15.25,8,15000.0,23,diesel,68.5,11.75,80.75,6.0,1009.5,1847.92,1,male,48,-2,proactive,2,58.26,63.67,9.17,83.08,6.0,1013.71,0,50.0,33.15,740.21,349.56,-24.0
963.76,19.28,9,6000.0,15,gas,71.25,5.25,73.25,6.0,1014.75,1856.25,2,male,52,13,conservative,8,46.56,63.67,9.17,83.08,6.0,1013.71,1,49.99,64.25,671.46,279.36,4.0
755.31,15.11,9,3000.0,24,diesel,53.25,9.75,77.25,6.0,1015.75,1783.96,2,male,52,17,conservative,7,44.58,50.17,5.02,29.25,6.0,1025.92,0,49.99,31.47,387.86,267.48,3.06
445.41,8.91,10,3000.0,20,gas,50.5,14.25,43.75,3.75,1009.25,1767.29,0,male,41,3,conservative,3,44.7,50.17,5.02,29.25,6.0,1025.92,0,49.99,22.27,219.66,167.62,13.67
717.3,14.35,8,10000.0,23,diesel,48.0,10.5,59.75,6.0,1012.0,1783.96,2,male,54,17,proactive,8,59.56,50.17,5.02,29.25,6.0,1025.92,1,49.99,31.19,299.99,357.36,3.18
478.18,9.56,14,3000.0,16,gas,55.0,11.0,70.5,6.0,1015.75,1767.29,0,male,47,12,proactive,8,60.66,50.17,5.02,29.25,6.0,1025.92,0,50.02,29.89,353.97,363.96,3.92
980.64,19.61,9,15000.0,19,gas,55.0,12.0,73.0,5.0,1018.5,1753.77,1,male,62,22,conservative,9,44.53,50.17,5.02,29.25,6.0,1025.92,0,50.01,51.61,366.52,222.65,2.82
349.44,6.99,12,3000.0,25,diesel,64.5,9.0,71.0,5.25,1014.75,1783.96,2,male,48,14,proactive,4,59.18,50.17,5.02,29.25,6.0,1025.92,0,49.99,13.98,356.48,310.7,3.43
464.88,9.3,7,15000.0,24,diesel,55.0,8.25,48.75,6.0,1020.5,1775.62,1,male,43,10,proactive,2,62.38,50.17,5.02,29.25,6.0,1025.92,1,49.99,19.37,244.77,374.28,4.3
858.38,17.17,9,20000.0,15,gas,56.75,13.75,78.5,4.0,1015.75,1783.96,2,male,43,5,conservative,3,40.95,50.17,5.02,29.25,6.0,1025.92,0,49.99,57.23,394.14,163.8,8.6
851.6,17.03,13,3000.0,25,diesel,72.75,7.0,50.0,6.0,1014.0,1767.29,0,male,52,16,conservative,7,54.78,50.17,5.02,29.25,6.0,1025.92,1,50.01,34.06,251.04,328.68,3.25
631.09,12.62,9,20000.0,27,diesel,63.75,9.75,77.5,6.0,1004.5,1820.72,2,male,45,7,proactive,8,56.88,50.17,5.02,29.25,6.0,1025.92,0,50.01,23.37,389.11,341.28,6.43
431.05,8.62,14,6000.0,16,gas,56.5,11.25,76.25,6.0,1010.25,1783.96,2,male,47,8,conservative,2,49.7,50.17,5.02,29.25,6.0,1025.92,0,50.01,26.94,382.84,298.2,5.88
380.84,7.62,10,4000.0,21,diesel,65.5,10.5,85.75,5.0,1011.0,1775.62,1,male,41,10,proactive,7,62.65,50.17,5.02,29.25,6.0,1025.92,1,49.98,18.14,430.54,313.25,4.1
685.49,13.71,7,8501.88,17,gas,77.0,8.25,66.25,5.25,1011.0,1783.96,2,male,53,24,proactive,8,57.72,50.17,5.02,29.25,6.0,1025.92,1,50.0,40.32,332.63,303.03,2.21
429.1,8.58,6,15000.0,28,diesel,54.5,10.5,79.25,5.5,1012.5,1800.62,4,male,57,20,conservative,6,56.15,50.17,5.02,29.25,6.0,1025.92,0,50.01,15.32,397.9,308.82,2.85
231.09,4.62,8,3000.0,26,diesel,76.0,7.25,66.75,6.0,1010.25,1783.96,2,male,55,12,conservative,4,33.15,50.17,5.02,29.25,6.0,1025.92,1,50.02,8.89,335.14,198.9,4.58
1037.74,20.75,11,8501.88,15,gas,73.0,9.0,65.5,4.0,1012.75,1791.8,0,male,52,20,proactive,9,59.52,50.17,5.02,29.25,6.0,1025.92,0,50.01,69.18,328.86,238.08,2.6
581.1,11.62,4,4000.0,17,gas,64.5,8.5,66.0,6.0,1022.75,1783.96,2,male,58,20,proactive,9,61.25,50.17,5.02,29.25,6.0,1025.92,0,50.01,34.18,331.38,367.5,2.9
1016.34,20.33,12,6000.0,22,diesel,63.0,4.25,79.25,6.0,1007.25,1804.04,3,male,46,1,proactive,8,64.15,50.17,5.02,29.25,6.0,1025.92,0,49.99,46.2,397.9,384.9,46.0
1106.56,22.13,7,3000.0,23,diesel,61.0,8.0,64.5,6.0,1020.5,1767.29,0,male,43,10,proactive,8,56.78,50.17,5.02,29.25,6.0,1025.92,0,50.0,48.11,323.84,340.68,4.3
676.23,13.52,8,6000.0,17,gas,76.5,5.25,58.0,6.0,1016.5,1796.64,1,male,39,6,conservative,8,43.55,50.17,5.02,29.25,6.0,1025.92,1,50.02,39.78,291.21,261.3,6.5
659.26,13.19,10,10000.0,25,diesel,50.25,10.75,88.75,5.0,1013.75,1767.29,0,female,48,14,conservative,8,45.35,50.17,5.02,29.25,6.0,1025.92,0,49.98,26.37,445.6,226.75,3.43
587.51,11.75,11,3000.0,21,diesel,62.25,10.25,95.25,3.5,1014.5,1792.29,3,male,43,6,proactive,2,60.19,50.17,5.02,29.25,6.0,1025.92,0,50.0,27.98,478.23,210.66,7.17
230.95,4.62,5,20000.0,27,diesel,63.0,8.5,80.5,6.0,1011.5,1720.4,0,male,46,14,conservative,6,45.49,50.17,5.02,29.25,6.0,1025.92,0,49.99,8.55,404.18,272.94,3.29
326.7,6.53,12,3000.0,23,diesel,64.25,5.25,76.25,6.0,1014.0,1807.8,2,male,36,4,proactive,8,59.21,50.17,5.02,29.25,6.0,1025.92,0,50.03,14.2,382.84,355.26,9.0
197.59,3.95,6,6000.0,17,gas,70.5,5.5,62.0,5.0,1021.0,1775.62,1,male,51,14,proactive,5,58.7,50.17,5.02,29.25,6.0,1025.92,0,50.02,11.62,311.29,293.5,3.64
575.68,11.51,11,4000.0,20,diesel,58.0,13.0,79.0,5.0,1015.75,1742.6,3,male,52,25,conservative,9,49.45,50.17,5.02,29.25,6.0,1025.92,0,50.02,28.78,396.65,247.25,2.08
664.12,13.28,6,6000.0,21,gas,81.0,8.25,76.0,6.0,1015.0,1799.8,1,male,41,4,proactive,8,57.43,50.17,5.02,29.25,6.0,1025.92,0,50.01,31.62,381.58,344.58,10.25
563.67,11.27,8,10000.0,24,diesel,65.25,4.5,54.25,5.5,1010.25,1767.29,0,male,47,9,proactive,8,60.34,50.17,5.02,29.25,6.0,1025.92,1,50.02,23.49,272.38,331.87,5.22
